;;;;;;;;;;;;;x,,,,,,,,
EVTDESC97355_NEWS_MEDIUM;The takeover of the 'Panama Canal' by $COUNTRY$ has caused discussions among the international trading companies. The canal is already considered a very important sea traffic route, joining the Atlantic and the Pacific Ocean and thus replacing the route around South America.;;;;;;;;;;;;x,,,,,,,
EVTDESC97355_NEWS_SHORT;The takeover of the 'Panama Canal' by $COUNTRY$ has caused discussions among the international trading companies. The canal is already considered a very important sea traffic route.;;;;;;;;;;;;x,,,,,,,,
EVTNAME97365_NEWS_TITLE;$COUNTRY_ADJ$ Plans For 'Panama Canal' Revealed;;;;;;;;;;;;x,,,,,,,,
EVTDESC97365_NEWS_LONG;The $COUNTRY_ADJ$ government has officially presented plans for construction of the 'Panama Canal', a waterway directly linking the Atlantic Ocean to the Pacific Ocean and thus replacing the long and treacherous route around South America. According to the $COUNTRY_ADJ$ ambassador in Panama' the construction of this canal 'should be done within a few years…including possible problems of any kind'. The lead engineer did not comment on the comments of the ambassador and was rather reluctant about an exact starting date for the project.;;;;;;;;;;;;x,,,,,,,
EVTDESC97365_NEWS_MEDIUM;The $COUNTRY_ADJ$ government has presented plans for construction of the 'Panama Canal', a waterway linking the Atlantic to the Pacific Ocean and thus replacing the long route around South America. The lead engineer was rather reluctant about an exact starting date.;;;;;;;;;;;;x,,,,,,,
EVTDESC97365_NEWS_SHORT;The $COUNTRY_ADJ$ government has presented plans for construction of the 'Panama Canal', a waterway linking the Atlantic to the Pacific Ocean. An exact starting date was not given.;;;;;;;;;;;;x,,,,,,,
EVTNAME97380_NEWS_TITLE;$COUNTRY$ Completes 'Panama Canal'!;;;;;;;;;;;;x,,,,,,,,
EVTDESC97380_NEWS_LONG;The $COUNTRY_ADJ$ High Council has formally opened the 'Panama Canal', one of the most prestigious but also most costly projects in the history of modern engineering which can undoubtedly be celebrated as the culmination of the $COUNTRY_ADJ$ technological ingenuity and medical innovation. The government has never commented on any technical problems, the project costs or the reported deathtoll due to tropical diseases. The annual charges for the right of passage however indicate that a rather high price in money, and in human life, might have been paid.;;;;;;;;;;;;x,,,,
EVTDESC97380_NEWS_MEDIUM;The $COUNTRY_ADJ$ High Council has formally opened the 'Panama Canal', one of the most prestigious but also most costly projects in the history of modern engineering. The government has not commented on anything except the annual charges for the rights of passage.;;;;;;;;;;;;x,,,,,,,
EVTDESC97380_NEWS_SHORT;The $COUNTRY_ADJ$ High Council has formally opened the 'Panama Canal', one of the most prestigious but also most costly projects in the history of modern engineering.;;;;;;;;;;;;x,,,,,,,
EVTNAME97405_NEWS_TITLE;Insufficient Postage!;;;;;;;;;;;;x,,,,,,,,
EVTDESC97405_NEWS_LONG;A small greeting card from the recently opened Panama Canal has ignited the most critical turmoil in $COUNTRY_ADJ$ history. According to secret interrogation protocols handed over to our reporter the turmoil began as political party members of 'Overpaid and against all and everything' accused a $COUNTRY_ADJ$ bureaucrat in $CAPITAL$, who had been sent a personal Panaman greeting card from a still unknown source, to use unauthorized state treasury funds for paying the insufficient postage. The government declined the accusations to no avail.;;;;;;;;;;;;x,,,,,,
EVTDESC97405_NEWS_MEDIUM;A greeting card from the Panama Canal has ignited the most critical turmoil in $COUNTRY_ADJ$ history as political party members of 'Overpaid and against all and everything' accused a bureaucrat to use unauthorized state treasury funds for paying the insufficient postage.;;;;;;;;;;;;x,,,,,,,,
EVTDESC97405_NEWS_SHORT;A greeting card from the Panama Canal has ignited the most critical turmoil in $COUNTRY_ADJ$ history as a bureaucrat was accused to use unauthorized funds for paying the insufficient postage.;;;;;;;;;;;;x,,,,,,,,
EVTDESC97503_NEWS_LONG;A crisis brews in the Levant: the French government has successfully pressured $FROMCOUNTRY$ into accepting their claim of authority over Christian holy sites in Palestine-- authority which has traditionally belonged to Russia ever since the 1774 Treaty of Küçük Kaynarca. The Russians consider this a breach of the treaty and a threat to Russian interests in the Holy Land.;;;;;;;;;;;;x,,,,,,,,
EVTDESC97503_NEWS_MEDIUM;A crisis brews in the Levant: the French government has successfully pressured $FROMCOUNTRY$ into accepting their claim of authority over Christian holy sites in Palestine-- authority which has traditionally belonged to Russia ever since the 1774 Treaty of Küçük Kaynarca.;;;;;;;;;;;;x,,,,,,,,
EVTDESC97503_NEWS_SHORT;The French government has pressured $FROMCOUNTRY$ into accepting their claim of authority over Christian holy sites in Palestine—authority which has traditionally rested with Russia.;;;;;;;;;;;;x,,,,,,,,
EVTDESC97510_NEWS_LONG;The powers of Europe have met in Paris to settle the recent matter of the Crimean War—considered by many to be a punishment of Russia for its stalled invasion of the Ottoman Empire. Russia has suffered a humiliating defeat, has lost influence in the Ottoman Empire, and has now been asked to surrender the Budjak region to Romania. A clear victory for the French.;;;;;;;;;;;;x,,,,,,
EVTDESC97510_NEWS_MEDIUM;The powers of Europe have met in Paris to settle the recent matter of the Crimean War. Russia has suffered a humiliating defeat, has lost influence in the Ottoman Empire, and has now been asked to surrender the Budjak region to Romania. A clear victory for the French.;;;;;;;;;;;;x,,,,,,
EVTDESC97510_NEWS_SHORT;The powers of Europe have met in Paris to settle the recent matter of the Crimean War: Russia has suffered a humiliating defeat, and must now surrender both influence and prestige.;;;;;;;;;;;;x,,,,,,,
EVTDESC97512_NEWS_LONG;Russian victory in the recent Crimean War has meant the Russians could dictate the terms of a peace treaty—and so they have. After meeting with Ottoman diplomats in Paris, a treaty was signed which would see the Ottomans losing their influence in Romania completely and the Russians firmly placed in a dominant position over both the Ottoman Empire and the Holy Land in the Levant. A clear victory for Russia.;;;;;;;;;;;;x,,,,,,,
EVTDESC97512_NEWS_MEDIUM;After meeting with Ottoman diplomats in Paris, a treaty was signed which would see the Ottomans losing their influence in Romania completely and the Russians firmly placed in a dominant position over the Ottoman Empire. A clear victory for Russia.;;;;;;;;;;;;x,,,,,,,
EVTDESC97512_NEWS_SHORT;After meeting with Ottoman diplomats in Paris, a treaty was signed which would see Russians firmly placed in a dominant position over both the Ottoman Empire and a newly-freed Romania.;;;;;;;;;;;;x,,,,,,,
EVTNAME97550_NEWS_TITLE;Civil War in Central America;;;;;;;;;;;;x,,,,,,,,
EVTDESC97550_NEWS_LONG;The Federal Republic of Central America has been chaotic since its inception. Liberals who had high hopes for the union are in constant battle with conservatives, in particular the clergy and wealthy landowners, and there is a general fear of domination by Guatemala. With rebels rising throughout the country, the struggle to maintain the union seems like an almost impossible one.;;;;;;;;;;;;x,,,,,
EVTDESC97550_NEWS_MEDIUM;The Federal Republic of Central America has been chaotic since its inception, due to a general fear of domination by Guatemala. With rebels rising throughout the country, the struggle to maintain the union seems like an almost impossible one.;;;;;;;;;;;;x,,,,,,
EVTDESC97550_NEWS_SHORT;The Federal Republic of Central America has been chaotic since its inception. With rebels rising throughout the country, the struggle to maintain the union seems like an almost impossible one.;;;;;;;;;;;;x,,,,,,,
EVTNAME97560_NEWS_TITLE;End of the Federal Republic?;;;;;;;;;;;;x,,,,,,,,
EVTDESC97560_NEWS_LONG;The Federal Republic of Central America is rapidly disintegrating. Members of the government have met in $CAPITAL$ to discuss whether the union should be officially dissolved and the state of Guatemala declared, or whether they should fight a civil war to preserve what they have. Some consider that an impossible task, though liberals argue that the government should not allow conservatives to doom the region to a future of division and internal squabbling.;;;;;;;;;;;;x,,,,,,
EVTDESC97560_NEWS_MEDIUM;The Federal Republic of Central America is rapidly disintegrating. Members of the government have met in $CAPITAL$ to discuss whether the union should be officially dissolved and the state of Guatemala declared, or whether they should fight a civil war to preserve what they have.;;;;;;;;;;;;x,,,,,,,
EVTDESC97560_NEWS_SHORT;The Federal Republic of Central America is rapidly disintegrating. Members of the government have met in $CAPITAL$ to discuss whether the union should be officially dissolved.;;;;;;;;;;;;x,,,,,,,,
EVTNAME97606_NEWS_TITLE;Commodore Perry's Expedition;;;;;;;;;;;;x,,,,,,,,
EVTDESC97606_NEWS_LONG;Commodore Perry recently returned to $COUNTRY$ from Japan, his mission a success: Japan’s policy of isolation from western nations has been forcibly cracked open. American ships now have the right to berth at Japanese harbors, though this feat was only accomplished through gunboat diplomacy and the threat of war.;;;;;;;;;;;;x,,,,,,
EVTDESC97606_NEWS_MEDIUM;Commodore Perry recently returned to $COUNTRY$ from Japan, his mission a success: Japan’s policy of isolation from western nations has been forcibly cracked open. American ships now have the right to berth at Japanese harbors.;;;;;;;;;;;;x,,,,,,,
EVTDESC97606_NEWS_MEDIUM;Commodore Perry recently returned to $COUNTRY$ from Japan, his mission a success: Japan’s policy of isolation from western nations has been forcibly cracked open.;;;;;;;;;;;;x,,,,,,,
EVTNAME97609_NEWS_TITLE;Japanese Surrender;;;;;;;;;;;;x,,,,,,,,
EVTDESC97609_NEWS_LONG;The war between $COUNTRY$ and Japan has officially ended. The $COUNTRY_ADJ$ government has formally concluded a treaty with the Japanese which will see their influence in the nation restored, and their demands for Japanese ports to be opened to foreign ships to be met. Additionally, an indemnity will be placed upon Japan to make up for the expense of the $COUNTRY_ADJ$ war effort.;;;;;;;;;;;;x,,,,,,
EVTDESC97609_NEWS_MEDIUM;The war between $COUNTRY$ and Japan has officially ended. The $COUNTRY_ADJ$ government has formally concluded a treaty with the Japanese which will see their influence in the nation restored, and their demands for Japanese ports to be opened to foreign ships to be met.;;;;;;;;;;;;x,,,,,,,
EVTDESC97609_NEWS_SHORT;The war between America and Japan has officially ended. The American government has formally concluded a treaty with the Japanese which will see their influence in the nation restored.;;;;;;;;;;;;x,,,,,,,,
EVTDESC97617_NEWS_LONG;Yet more evidence of the disunity in Japan: In an unprecedented move, the Japanese Imperial Court has issued an edict to expel the ‘foreign barbarian’ presence in Japan. This runs in contravention to the traditional role of the Japanese Emperor as a figurehead, is a challenge to the Shogun's power, and may serve to further incite rebellion.;;;;;;;;;;;;x,,,,,
EVTDESC97617_NEWS_MEDIUM;Yet more evidence of the disunity in Japan: In an unprecedented move, the Japanese Imperial Court has issued an edict to expel the ‘foreign barbarian’ presence in Japan. This runs in contravention to the traditional role of the Japanese Emperor as a figurehead.;;;;;;;;;;;;x,,,,,,,
EVTDESC97617_NEWS_SHORT;In an unprecedented move, the Japanese Emperor-- traditionally a figurehead-- has issued an edict to expel the ‘foreign barbarian’ presence in Japan.;;;;;;;;;;;;x,,,,,,,
EVTDESC97630_NEWS_LONG;There are some who believe that Emperor Komei of Japan was assassinated-- delivered a handkerchief laced with smallpox, perhaps by radicals who fear the possibility of compromise between the Shogun and the Imperial court. No matter the truth, the death of the Emperor has placed the young Emperor Meiji upon the imperial throne of Japan and all but guaranteed a civil war in Japan.;;;;;;;;;;;;x,,,,,,
EVTDESC97630_NEWS_MEDIUM;There are some who believe that Emperor Komei of Japan was assassinated. No matter the truth, the death of the Emperor has placed the young Emperor Meiji upon the imperial throne of Japan and all but guaranteed a civil war in Japan.;;;;;;;;;;;;x,,,,,,,
