Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish
BFRCAPITALCHOOSE;\n\nAfter many years of unrest, calm has returned to the Balkans. The brief period of chaos and hardship that came with the wars of independence and the defeat of our Ottoman oppressors is at an end. With the formation of our union, the Balkans have entered a new era of prosperity and unity, the likes of which nobody could have dreamed of just a few decades ago. With the unification of our new fatherland, some have suggested relocating our capital to a different city, thereby clearly marking the beginning of a new era and showing to our nation that all Balkan peoples are equal in our union and that the seat of power does not lie in $CAPITAL$. \n\n§RDo not move your capital to a province you do not control§!.;;;;;;;;;;;;;
MAYCOUPPETER;\n\nA coup d'état has taken place in Belgrade! King Alexander I Obrenovic, Queen Draga, prime minister Dimitrije Cincar-Markovic and Army Minister Milovan Pavlovic were killed last night in a bloody series of assassinations orchestrated by a group of army officers led by captain Dragutin Dimitrijevic. This has left the Obrenovic dynasty that ruled Serbia for half a century extinct. The national assembly will soon initiate a vote for the new king. The clear frontronner already seems to be Peter Karadordevic who was exiled to Switzerland by the late king, a member of the Karadordevic dynasty that has been the rival of the Obrenovic dynasty since the Serbian Revolution.;;;;;;;;;;;;;
MAYCOUPVOTING;\n\nA coup d'état has taken place in Belgrade! King Alexander I Obrenovic, Queen Draga, prime minister Dimitrije Cincar-Markovic and Army Minister Milovan Pavlovic were killed last night in a bloody series of assassinations orchestrated by a group of army officers led by captain Dragutin Dimitrijevic. This has left the Obrenovic dynasty that ruled Serbia for half a century extinct. The national assembly will soon initiate a vote for the new king. Due to the recent royal marriage to Natalija Konstantinovic, Prince Mirko of Montenegro has been proposed as a candidate. Others advocate for Peter Karadordevic who was exiled to Switzerland by the late king, a member of the Karadordevic dynasty that has been the rival of the Obrenovic dynasty since the Serbian Revolution.;;;;;;;;;;;;;
PETARDEAD;\n\nPetar I Petrovic-Njegoš, ruler of the Prince-Bishopric of Montenegro, Metropolitan of Cetinje and Exarch of the Serbian Orthodox Church in Montenegro has passed away today at the age of 82. During his long rule, Petar strengthened the state by uniting the often quarreling tribes, consolidating his control over Montenegrin lands and introducing the first laws. A man of uncommon size, handsome features, considerable talent, and a highly respected character, Petar will be dearly missed. Prior to his death, he dictated his will and testament, naming Petar II Petrovic-Njegoš as his successor and granting all of his ecclesiastical and secular powers to him. The will also curses anyone who tramples over Montenegro's traditional bonds with Russia in exchange for better relations with Austria, swearing that leprosy would strike them down.;;;;;;;;;;;;;
SERMONUNION;\n\nPetar II Petrovic-Njegoš, ruler of the Prince-Bishopric of Montenegro, Metropolitan of Cetinje and Exarch of the Serbian Orthodox Church in Montenegro has approached us with an offer. A proponent of uniting and liberating the Serb people, Petar II is willing to concede his princely rights in exchange for a union with Serbia and his recognition as the religious leader of all Serbs. While the king of Serbia shall become king of Montenegro, Petar II will become the head of the Serbian Orthodox church, a privileged and powerful position. A new era of union for the Serbian people has dawned, settling our differences with Montenegro forevermore.;;;;;;;;;;;;;
MARSORO;\n\nWith news of the French Revolution reaching Stockholm, chaos has erupted in the city. At first, proclamations demanding reforms and defying the government began popping up across the city and several angry mobs formed. One crowd massed before the Hotel de la Croix where a banquet was taking place and threatened to storm the building, resulting in police violently dissolving it and arresting several stone-throwing rabble-rousers. This lead to another angry mob forming and interrupting King Oscar I on his way back from the opera. By listening to the crowd's complaints, promising the release of the arrested and a bit of careful persuasion, he managed to defuse the situation, dissolving the crowd peacefully. In another less fortunate incident, an angry crowd began looting shops, throwing stones and refusing to dissolve. Militia were called in and fired shots into the crowd, causing 18 casualties but successfully dissolving it.;;;;;;;;;;;;;
CANUDOS;\n\nTensions have boiled over in the village of Canudos, Bahia, whose monarchist sympathies have escalated into open revolt against the republic. The inciting incident was a dispute over delivery of lumber: A local judge from neighboring Juazeiro ruled against the delivery of the wood to Canudos. In response, several Canudenses attempted to pick it up regardless. The judge responded to this by requesting police forces from the governor of Bahia, claiming that his town was being invaded by the Canudenses. The troops were initially dispatched to prevent the supposed invasion, but the judge convinced the commanding officer to march on Canudos instead, leading to a pitched battle in which several thousand villagers armed with farm equipment and old muskets faced off against the soldiers, driving them off. How will we settle this affair?;;;;;;;;;;;;;
PALATINEDESC;\n\nAmid the general chaos of the revolutions of 1848, the Palatinate has risen up against our rule. Unlike the other Freischar that have caused chaos across Germany, they are not only seeking the unification of Germany and the adoption of a constitution but also demanding to be given independence from Bavaria. In a meeting in Kaiserslautern, over twelve thousand people gathered under the following slogan: "If the government becomes rebellious, the citizens of the Palatinate will become the enforcers of the laws." A ten-man "State Committee for the Defense and Implementation of the Constitution" has been formed, quickly taking over the province.;;;;;;;;;;;;;
LIBERTYPLACE;\n\nAn attempted coup d'etat conducted by five thousand members of the Crescent City White League has taken place in New Orleans. They tried overthrowing the republican governor, citing supposed electoral fraud. Masses of men lead by a committee chaired by Robert H. Marr gathered on Canal Street, demanding to speak to governor Henry Dibble. He refused, citing that the crowd was armed and dangerous. In response, D. B. Penn declared himself lieutenant-governor and called on state militia to assemble and "drive the usurpers from power". Members of the White League were organized into a new "Louisiana State Militia" lead by self-proclaimed general Frederick Nash Ogden and began patrolling the streets of New Orleans, taking control of city hall. Metropolitan Police with cavalry and artillery eventually arrived and ordered them to disperse, leading to a pitched battle in which the police broke and an artillery piece was captured. Federal Troops arrived soon after and utterly defeated the rebel militia, putting an end to the coup. At least 32 people died and the revolt was crushed.;;;;;;;;;;;;;
ZURIPUTSCH;\n\nNews has reached us that, incited by the appointment of the controversial German theologian David Strauss to the theological faculty of the University of Zürich, the rural conservative population has risen up against the liberal rule of the city of Zürich. Seeing the old religious order in danger, several thousand putschists lead by Bernhard Hirzel, a pastor of a small nearby town, stormed the city and entered combat with guards. Councilor Johannes Hegetschwiller attempted to act as a mediator between the city council and insurgents and was ruthlessly shot in the head, dying three days later.;;;;;;;;;;;;;
BUEAIRYELFEV;\n\nA yellow fever epidemic has broken out in Buenos Aires. Due to the lack of a drainage system and running water, the Aedes aegypti mosquito which is responsible for spreading Yellow Fever has proliferated in the city. This, combined with the unsanitary living conditions, has lead to the epidemic spreading like a wildfire. The price of medicine is through the roof. At this point, over 500 people are dying every day, although the rate has begun to drop due to thousands of people fleeing the city for the countryside. As the city only has 40 funeral carriages, coffins have begun piling up in the streets.;;;;;;;;;;;;;
